image_index,true_label,adv_label,patch_x,patch_y,patch_size,upper_bound,timeout_milp_s,add_bool_constraints,use_refine_poly,middle_bound,skip_singleton_bounds,enable_split_bit_branch_priority,split_bit_branch_priority,split_indices,run_scope,global_attempt_index,label_attempt_index,current_depth,status_code,status_name,final_outcome,is_timeout,is_adversarial_found,iteration_runtime_seconds,iteration_runtime_source,attempt_runtime_seconds,parent_total_run_time_seconds,parent_status,parent_attempt_count,parent_max_depth_reached,log_path,top_k,split_selection_mode,split_random_seed,linear_constraint_matrix_constrs,linear_constraint_matrix_vars,linear_constraint_matrix_nzs,variable_types_continuous,variable_types_integer,variable_types_binary,general_constraints,matrix_coefficient_range,objective_coefficient_range,variable_bound_range,rhs_coefficient_range,linear_constraint_matrix_constrs_presolved,linear_constraint_matrix_vars_presolved,linear_constraint_matrix_nzs_presolved,variable_types_continuous_presolved,variable_types_integer_presolved,variable_types_binary_presolved,general_constraints_presolved,matrix_coefficient_range_presolved,objective_coefficient_range_presolved,variable_bound_range_presolved,rhs_coefficient_range_presolved,optimizer_presolve_removed_rows,optimizer_presolve_removed_columns,optimizer_presolve_removed_steps,optimizer_presolve_time_seconds,optimizer_presolved_rows,optimizer_presolved_columns,optimizer_presolved_nonzeros,optimizer_presolved_variable_types_continuous,optimizer_presolved_variable_types_integer,optimizer_presolved_variable_types_binary,extra_simplex_iterations_after_uncrush,extra_simplex_iterations_dual_to_original,root_relaxation_result,root_relaxation_objective,root_relaxation_iterations,root_relaxation_seconds,explored_nodes,explored_simplex_iterations,explored_time_seconds,mip_final_status,mip_final_runtime_seconds,mip_final_nodes,mip_final_objbound,mip_final_solcnt,relaxed_presolve_removed_rows,relaxed_presolve_removed_columns,relaxed_presolve_removed_steps,relaxed_presolve_time_seconds,relaxed_presolved_rows,relaxed_presolved_columns,relaxed_presolved_nonzeros,relaxed_presolved_variable_types_continuous,relaxed_presolved_variable_types_integer,relaxed_presolved_variable_types_binary,relaxed_extra_simplex_iterations_after_uncrush,relaxed_extra_simplex_iterations_dual_to_original,relaxed_barrier_solved_iterations,relaxed_barrier_solved_seconds,relaxed_solved_iterations,relaxed_solved_seconds,relaxed_optimal_objective,cutting_planes_clique,cutting_planes_cover,cutting_planes_flow_cover,cutting_planes_implied_bound,cutting_planes_mir,cutting_planes_projected_implied_bound,cutting_planes_relax_and_lift,cutting_planes_rlt,cutting_planes_learned,relaxed_barrier_aa_nz,relaxed_barrier_dense_cols,relaxed_barrier_factor_nz,relaxed_barrier_factor_ops,relaxed_barrier_free_vars,relaxed_barrier_threads,cutting_planes_gomory,cutting_planes_network,cutting_planes_strongcg,cutting_planes_zero_half
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,27.266095,3117.969667,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_12_ub_0p75_adv_label_7_timeouts_10_10_720000/000_adv_label_7_eran_run.log,20,max,42,128703,8682,724717,8102,580,580,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54589,1878,293709,1317,561,561,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74114,6804,,2.22,54589,1878,293709,1317,561,561,18,41,objective,-1.663233e+00,3504,1.81,1,3691,10.02,9,10.02,1.0,-1.6632337329367068,0,,,"[(75846, 7332), (7280, 82743)]",0.52,1402,54642,294503,,,,684,39,39,1.38,1813,2.15,-1.666604803e+00,3,20,708,101,226,,,,1,83930.0,225,2.054e+05 (roughly 24 MBytes of memory),3.834e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,"[232, 233, 231, 230, 205, 203, 261, 229, 204, 202, 258, 201, 257, 200, 228, 226, 227, 198, 256, 199]",single_label_rerun,1,2,1,9,TIME_LIMIT,timeout,True,False,27.496605,rerun_attempt_runtime,27.496605,3117.969667,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_12_ub_0p75_adv_label_7_timeouts_10_10_720000/001_adv_label_7_eran_run.log,20,max,42,128723,8742,724817,8122,620,620,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54625,1898,293995,1317,581,581,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.2747 ]",74098,6844,,2.64,54625,1898,293995,1317,581,581,54,55,objective,-1.661801e+00,3689,1.93,1,3926,10.03,9,10.02,1.0,-1.661801599864531,0,,,"[(75846, 7372), (7320, 82763)]",0.52,1422,54702,294603,,,,911,30,43,1.4,1173,2.49,-1.666604803e+00,21,33,393,100,169,,58,154,,87340.0,213,2.160e+05 (roughly 24 MBytes of memory),4.209e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,720000.0,True,False,0.5,False,False,1000,"[232, 233, 231, 230, 205, 203, 261, 229, 204, 202, 258, 201, 257, 200, 228, 226, 227, 198, 256, 199]",single_label_rerun,2,3,2,6,CUTOFF,verified,False,False,3063.206967,rerun_attempt_runtime,3063.206967,3117.969667,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_12_ub_0p75_adv_label_7_timeouts_10_10_720000/002_adv_label_7_eran_run.log,20,max,42,128743,8802,725017,8162,640,640,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54695,2002,288811,1399,603,603,,"[ 1.02952e-09, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74048,6800,,1.61,54695,2002,288811,1399,603,603,48,37,objective,-1.665454e+00,3532,1.86,5333,3892036,3049.14,6,3049.13,5333.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,,8,223,56,319,,51,1262,,,,,,,,2,7,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,26.569898,2163.438662,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_13_ub_0p75_adv_label_7_timeouts_10_10_10_720000/000_adv_label_7_eran_run.log,20,max,42,128703,8682,724717,8102,580,580,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54589,1878,293709,1317,561,561,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74114,6804,,2.25,54589,1878,293709,1317,561,561,18,41,objective,-1.663233e+00,3504,1.81,1,3691,10.04,9,10.04,1.0,-1.6632337329367068,0,,,"[(75846, 7332), (7280, 82743)]",0.53,1402,54642,294503,,,,684,39,39,1.21,1813,1.97,-1.666604803e+00,3,20,708,101,226,,,,1,83930.0,225,2.054e+05 (roughly 24 MBytes of memory),3.834e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,"[232, 233, 231, 230, 205, 203, 261, 229, 204, 202, 258, 201, 257, 200, 228, 226, 227, 198, 256, 199]",single_label_rerun,1,2,1,9,TIME_LIMIT,timeout,True,False,27.178946,rerun_attempt_runtime,27.178946,2163.438662,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_13_ub_0p75_adv_label_7_timeouts_10_10_10_720000/001_adv_label_7_eran_run.log,20,max,42,128723,8742,724817,8122,620,620,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54625,1898,293995,1317,581,581,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.2747 ]",74098,6844,,2.7,54625,1898,293995,1317,581,581,54,55,objective,-1.661801e+00,3689,1.93,1,3926,10.01,9,10.01,1.0,-1.661801599864531,0,,,"[(75846, 7372), (7320, 82763)]",0.52,1422,54702,294603,,,,911,30,43,1.21,1173,2.14,-1.666604803e+00,21,33,393,100,169,,58,154,,87340.0,213,2.160e+05 (roughly 24 MBytes of memory),4.209e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,"[232, 233, 231, 230, 205, 203, 261, 229, 204, 202, 258, 201, 257, 200, 228, 226, 227, 198, 256, 199]",single_label_rerun,2,3,2,9,TIME_LIMIT,timeout,True,False,25.987478,rerun_attempt_runtime,25.987478,2163.438662,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_13_ub_0p75_adv_label_7_timeouts_10_10_10_720000/002_adv_label_7_eran_run.log,20,max,42,128743,8802,725017,8162,640,640,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54695,2002,288811,1399,603,603,,"[ 1.02952e-09, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74048,6800,,1.65,54695,2002,288811,1399,603,603,48,37,objective,-1.665454e+00,3532,1.83,1,3756,10.03,9,10.02,1.0,-1.6654237315398932,0,,,"[(75786, 7372), (7340, 82743)]",0.51,1462,54802,294863,,,,697,25,39,1.39,953,2.05,-1.666604803e+00,4,23,333,116,125,,67,250,,87440.0,213,2.161e+05 (roughly 24 MBytes of memory),4.209e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,720000.0,True,False,0.5,False,False,1000,"[232, 233, 231, 230, 205, 203, 261, 229, 204, 202, 258, 201, 257, 200, 228, 226, 227, 198, 256, 199]",single_label_rerun,3,4,3,6,CUTOFF,verified,False,False,2083.70234,rerun_attempt_runtime,2083.70234,2163.438662,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_13_ub_0p75_adv_label_7_timeouts_10_10_10_720000/003_adv_label_7_eran_run.log,20,max,42,128763,8902,725437,8242,660,660,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54705,2098,294474,1477,621,621,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74058,6804,,2.33,54705,2098,294474,1477,621,621,49,42,objective,-1.663197e+00,3561,1.82,2754,2700722,2069.01,6,2069.0,2754.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,,8,216,55,357,1,66,1111,,,,,,,,1,,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,26.768819,1712.852212,Verified,2,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_14_ub_0p75_adv_label_7_timeouts_10_720000/000_adv_label_7_eran_run.log,10,max,42,128703,8682,724717,8102,580,580,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54589,1878,293709,1317,561,561,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74114,6804,,2.32,54589,1878,293709,1317,561,561,18,41,objective,-1.663233e+00,3504,1.84,1,3691,10.04,9,10.03,1.0,-1.6632337329367068,0,,,"[(75846, 7332), (7280, 82743)]",0.52,1402,54642,294503,,,,684,39,39,1.38,1813,2.13,-1.666604803e+00,3,20,708,101,226,,,,1,83930.0,225,2.054e+05 (roughly 24 MBytes of memory),3.834e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,720000.0,True,False,0.5,False,False,1000,"[232, 233, 231, 230, 205, 203, 261, 229, 204, 202]",single_label_rerun,1,2,1,6,CUTOFF,verified,False,False,1686.083393,rerun_attempt_runtime,1686.083393,1712.852212,Verified,2,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_14_ub_0p75_adv_label_7_timeouts_10_720000/001_adv_label_7_eran_run.log,10,max,42,128713,8712,724767,8112,600,600,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54609,1888,293922,1317,571,571,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.2747 ]",74104,6824,,2.54,54609,1888,293922,1317,571,571,53,45,objective,-1.662026e+00,3258,1.67,2831,2062155,1671.05,6,1671.05,2831.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,8,28,275,61,355,1,62,1003,,,,,,,,1,,,1
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,27.036922,2675.638635,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_15_ub_0p75_adv_label_7_timeouts_10_10_720000/000_adv_label_7_eran_run.log,10,max,42,128703,8682,724717,8102,580,580,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54589,1878,293709,1317,561,561,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74114,6804,,2.3,54589,1878,293709,1317,561,561,18,41,objective,-1.663233e+00,3504,1.8,1,3691,10.05,9,10.04,1.0,-1.6632337329367068,0,,,"[(75846, 7332), (7280, 82743)]",0.54,1402,54642,294503,,,,684,39,39,1.28,1813,2.07,-1.666604803e+00,3,20,535,97,226,,,,1,83930.0,225,2.054e+05 (roughly 24 MBytes of memory),3.834e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,"[232, 233, 231, 230, 205, 203, 261, 229, 204, 202]",single_label_rerun,1,2,1,9,TIME_LIMIT,timeout,True,False,27.163129,rerun_attempt_runtime,27.163129,2675.638635,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_15_ub_0p75_adv_label_7_timeouts_10_10_720000/001_adv_label_7_eran_run.log,10,max,42,128713,8712,724767,8112,600,600,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54609,1888,293922,1317,571,571,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.2747 ]",74104,6824,,2.51,54609,1888,293922,1317,571,571,53,45,objective,-1.662026e+00,3258,1.65,1,3487,10.01,9,10.0,1.0,-1.6620266176114775,0,,,"[(75846, 7352), (7300, 82753)]",0.53,1412,54672,294553,,,,782,46,39,1.3,1130,2.1,-1.666604803e+00,12,24,459,99,169,,72,164,,83940.0,225,2.054e+05 (roughly 24 MBytes of memory),3.834e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,720000.0,True,False,0.5,False,False,1000,"[232, 233, 231, 230, 205, 203, 261, 229, 204, 202]",single_label_rerun,2,3,2,11,INTERRUPTED,verified,False,False,2621.438584,rerun_attempt_runtime,2621.438584,2675.638635,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_15_ub_0p75_adv_label_7_timeouts_10_10_720000/002_adv_label_7_eran_run.log,10,max,42,128723,8742,724867,8132,610,610,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54637,1938,293882,1357,581,581,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74086,6804,,2.59,54637,1938,293882,1357,581,581,64,51,objective,-1.663191e+00,3614,1.91,4895,3703627,2606.85,11,2606.84,4895.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,1,4,229,51,346,1,81,1249,,,,,,,,,2,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,25.841978,2308.126365,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_16_ub_0p75_adv_label_7_timeouts_10_10_10_720000/000_adv_label_7_eran_run.log,10,max,42,128703,8682,724717,8102,580,580,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54589,1878,293709,1317,561,561,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74114,6804,,1.88,54589,1878,293709,1317,561,561,18,41,objective,-1.663233e+00,3504,1.54,1,3691,10.02,9,10.01,1.0,-1.6632337329367068,0,,,"[(75846, 7332), (7280, 82743)]",0.5,1402,54642,294503,,,,684,39,39,1.24,1813,2.1,-1.666604803e+00,3,20,224,86,128,,29,134,1,83930.0,225,2.054e+05 (roughly 24 MBytes of memory),3.834e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,"[232, 233, 231, 230, 205, 203, 261, 229, 204, 202]",single_label_rerun,1,2,1,9,TIME_LIMIT,timeout,True,False,25.359635,rerun_attempt_runtime,25.359635,2308.126365,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_16_ub_0p75_adv_label_7_timeouts_10_10_10_720000/001_adv_label_7_eran_run.log,10,max,42,128713,8712,724767,8112,600,600,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54609,1888,293922,1317,571,571,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.2747 ]",74104,6824,,2.07,54609,1888,293922,1317,571,571,53,45,objective,-1.662026e+00,3258,1.4,1,3487,10.01,9,10.01,1.0,-1.6620266176114775,0,,,"[(75846, 7352), (7300, 82753)]",0.51,1412,54672,294553,,,,782,46,39,1.07,1130,1.92,-1.666604803e+00,12,24,459,99,169,,72,164,,83940.0,225,2.054e+05 (roughly 24 MBytes of memory),3.834e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,10.0,True,False,0.5,False,False,1000,"[232, 233, 231, 230, 205, 203, 261, 229, 204, 202]",single_label_rerun,2,3,2,9,TIME_LIMIT,timeout,True,False,25.400733,rerun_attempt_runtime,25.400733,2308.126365,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_16_ub_0p75_adv_label_7_timeouts_10_10_10_720000/002_adv_label_7_eran_run.log,10,max,42,128723,8742,724867,8132,610,610,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54637,1938,293882,1357,581,581,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74086,6804,,2.11,54637,1938,293882,1357,581,581,64,51,objective,-1.663191e+00,3614,1.58,1,3810,10.01,9,10.01,1.0,-1.6631915654240466,0,,,"[(75816, 7352), (7310, 82743)]",0.49,1432,54722,294683,,,,850,27,42,1.11,1060,1.98,-1.666604803e+00,3,21,231,98,143,,29,137,1,87380.0,213,2.160e+05 (roughly 24 MBytes of memory),4.209e+07 (less than 1 second per iteration),646,14,,,,
2,1,7,0,0,10,0.75,720000.0,True,False,0.5,False,False,1000,"[232, 233, 231, 230, 205, 203, 261, 229, 204, 202]",single_label_rerun,3,4,3,6,CUTOFF,verified,False,False,2231.524019,rerun_attempt_runtime,2231.524019,2308.126365,Verified,4,3,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260515/20260515_122648_run_16_ub_0p75_adv_label_7_timeouts_10_10_10_720000/003_adv_label_7_eran_run.log,10,max,42,128733,8792,725077,8172,620,620,580,"[ 1.01469e-13, 35.1672 ]","[ 1, 1 ]","[ 3.90274e-09, 35.1672 ]","[ 1.67848e-38, 22.292 ]",54649,1988,294097,1397,591,591,,"[ 9.78159e-10, 35.1672 ]","[ 1, 1 ]","[ 6.33653e-07, 35.1672 ]","[ 4.89465e-08, 22.292 ]",74084,6804,,1.97,54649,1988,294097,1397,591,591,50,46,objective,-1.663221e+00,3896,1.71,3056,2810703,2218.24,6,2218.24,3056.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,,7,230,45,374,2,49,1131,1,,,,,,,1,,1,
2,1,2,0,0,10,0.7,720000.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,6,CUTOFF,verified,False,False,324.12686252593994,initial_label_local_verify_time,334.380232,334.380232,Verified,1,0,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260515_122648_run_17_ub_0p7_adv_label_2_timeouts_720000/000_adv_label_2_eran_run.log,30,max,42,125167,8675,710730,8102,573,573,573,"[ 1.01469e-13, 32.4054 ]","[ 1, 1 ]","[ 3.0394e-09, 32.4054 ]","[ 1.67848e-38, 20.5211 ]",51964,1862,280385,1308,554,554,,"[ 9.78159e-10, 32.4054 ]","[ 1, 1 ]","[ 5.79089e-07, 32.4054 ]","[ 4.89465e-08, 20.5211 ]",73203,6813,,1.85,51964,1862,280385,1308,554,554,5343,58,objective,-1.142777e+00,9160,2.19,409,484176,322.29,6,322.28,409.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,,4,211,68,356,,50,1047,1,,,,,,,,,,
2,1,2,0,0,10,0.7,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,23.873904,303.543042,Verified,2,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260515_122648_run_18_ub_0p7_adv_label_2_timeouts_10_720000/000_adv_label_2_eran_run.log,30,max,42,125167,8675,710730,8102,573,573,573,"[ 1.01469e-13, 32.4054 ]","[ 1, 1 ]","[ 3.0394e-09, 32.4054 ]","[ 1.67848e-38, 20.5211 ]",51964,1862,280385,1308,554,554,,"[ 9.78159e-10, 32.4054 ]","[ 1, 1 ]","[ 5.79089e-07, 32.4054 ]","[ 4.89465e-08, 20.5211 ]",73203,6813,,1.93,51964,1862,280385,1308,554,554,5343,58,objective,-1.142777e+00,9160,2.23,1,9378,10.01,9,10.01,1.0,-1.1427778020142556,0,,,"[(74914, 7333), (7281, 81813)]",0.45,1394,52029,282891,,,,756,20,38,0.98,940,1.58,-1.144289659e+00,1,7,73,58,77,,25,143,,82790.0,225,2.026e+05 (roughly 23 MBytes of memory),3.779e+07 (less than 1 second per iteration),645,14,,,,
2,1,2,0,0,10,0.7,720000.0,True,False,0.5,False,False,1000,"[233, 230, 229, 231, 232, 261, 202, 201, 203, 228, 205, 200, 257, 227, 256, 258, 121, 120, 199, 226, 198, 225, 260, 197, 119, 254, 93, 204, 171, 170]",single_label_rerun,1,2,1,6,CUTOFF,verified,False,False,279.669138,rerun_attempt_runtime,279.669138,303.543042,Verified,2,1,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260515_122648_run_18_ub_0p7_adv_label_2_timeouts_10_720000/001_adv_label_2_eran_run.log,30,max,42,125197,8765,710880,8132,633,633,573,"[ 1.01469e-13, 32.4054 ]","[ 1, 1 ]","[ 3.0394e-09, 32.4054 ]","[ 1.67848e-38, 20.5211 ]",52020,1892,280776,1308,584,584,,"[ 9.78159e-10, 32.4054 ]","[ 1, 1 ]","[ 5.79089e-07, 32.4054 ]","[ 4.89465e-08, 20.4907 ]",73177,6873,,2.07,52020,1892,280776,1308,584,584,4206,57,objective,-1.141352e+00,8027,2.11,408,339253,267.37,6,267.36,408.0,0.010000000101000004,0,,,,,,,,,,,,,,,,,,19,17,174,49,305,,23,633,,,,,,,,,,,1
2,1,2,0,0,10,0.7,10.0,True,False,0.5,False,False,1000,[],initial_single_label,0,1,0,9,TIME_LIMIT,timeout,True,False,,initial_label_local_missing,23.927541,312.104888,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260515_122648_run_19_ub_0p7_adv_label_2_timeouts_10_10_720000/000_adv_label_2_eran_run.log,30,max,42,125167,8675,710730,8102,573,573,573,"[ 1.01469e-13, 32.4054 ]","[ 1, 1 ]","[ 3.0394e-09, 32.4054 ]","[ 1.67848e-38, 20.5211 ]",51964,1862,280385,1308,554,554,,"[ 9.78159e-10, 32.4054 ]","[ 1, 1 ]","[ 5.79089e-07, 32.4054 ]","[ 4.89465e-08, 20.5211 ]",73203,6813,,1.94,51964,1862,280385,1308,554,554,5343,58,objective,-1.142777e+00,9160,2.24,1,9378,10.01,9,10.0,1.0,-1.1427778020142556,0,,,"[(74914, 7333), (7281, 81813)]",0.46,1394,52029,282891,,,,756,20,38,0.99,940,1.61,-1.144289659e+00,1,7,73,58,77,,25,143,,82790.0,225,2.026e+05 (roughly 23 MBytes of memory),3.779e+07 (less than 1 second per iteration),645,14,,,,
2,1,2,0,0,10,0.7,10.0,True,False,0.5,False,False,1000,"[233, 230, 229, 231, 232, 261, 202, 201, 203, 228, 205, 200, 257, 227, 256, 258, 121, 120, 199, 226, 198, 225, 260, 197, 119, 254, 93, 204, 171, 170]",single_label_rerun,1,2,1,9,TIME_LIMIT,timeout,True,False,24.110382,rerun_attempt_runtime,24.110382,312.104888,Verified,3,2,/root/Projects/Nathan/Patch-Attack-Verification/logs/20260516/20260515_122648_run_19_ub_0p7_adv_label_2_timeouts_10_10_720000/001_adv_label_2_eran_run.log,30,max,42,125197,8765,710880,8132,633,633,573,"[ 1.01469e-13, 32.4054 ]","[ 1, 1 ]","[ 3.0394e-09, 32.4054 ]","[ 1.67848e-38, 20.5211 ]",52020,1892,280776,1308,584,584,,"[ 9.78159e-10, 32.4054 ]","[ 1, 1 ]","[ 5.79089e-07, 32.4054 ]","[ 4.89465e-08, 20.4907 ]",73177,6873,,2.01,52020,1892,280776,1308,584,584,4206,57,objective,-1.141352e+00,8027,2.06,1,8282,10.01,9,10.0,1.0,-1.1413521727773297,0,,,"[(74914, 7393), (7341, 81843)]",0.46,1424,52119,283041,,,,885,37,37,0.98,1113,1.83,-1.144289659e+00,25,30,361,100,140,,54,191,,86220.0,213,2.130e+05 (roughly 23 MBytes of memory),4.122e+07 (less than 1 second per iteration),645,14,,,,
