parameter,level,rows_with_level,pearson,abs_pearson,median_ratio_for_level,median_ratio_without_level,mean_ratio_for_level,mean_ratio_without_level
extra_simplex_iterations_dual_to_original,47,3,0.12561817555791166,0.12561817555791166,1.0894800138380174,0.8693443208607335,1.3210005537866258,0.9730705651021524
linear_constraint_matrix_constrs,76590,3,-0.125477008881222,0.125477008881222,0.5606117445583502,0.9371923844783748,0.654509446000957,1.002048439353703
linear_constraint_matrix_vars,8618,3,-0.125477008881222,0.125477008881222,0.5606117445583502,0.9371923844783748,0.654509446000957,1.002048439353703
optimizer_presolved_variable_types_binary,453,3,-0.125477008881222,0.125477008881222,0.5606117445583502,0.9371923844783748,0.654509446000957,1.002048439353703
optimizer_presolved_variable_types_integer,453,3,-0.125477008881222,0.125477008881222,0.5606117445583502,0.9371923844783748,0.654509446000957,1.002048439353703
variable_types_binary_presolved,453,3,-0.125477008881222,0.125477008881222,0.5606117445583502,0.9371923844783748,0.654509446000957,1.002048439353703
variable_types_integer_presolved,453,3,-0.125477008881222,0.125477008881222,0.5606117445583502,0.9371923844783748,0.654509446000957,1.002048439353703
linear_constraint_matrix_constrs_presolved,31602,2,-0.12433452495276143,0.12433452495276143,0.5804519775588204,0.9382854654873012,0.5804519775588204,0.9991995242612964
linear_constraint_matrix_nzs,554005,2,-0.12433452495276143,0.12433452495276143,0.5804519775588204,0.9382854654873012,0.5804519775588204,0.9991995242612964
linear_constraint_matrix_vars,8828,2,-0.12433452495276143,0.12433452495276143,0.5804519775588204,0.9382854654873012,0.5804519775588204,0.9991995242612964
linear_constraint_matrix_vars_presolved,1841,2,-0.12433452495276143,0.12433452495276143,0.5804519775588204,0.9382854654873012,0.5804519775588204,0.9991995242612964
optimizer_presolved_columns,1841,2,-0.12433452495276143,0.12433452495276143,0.5804519775588204,0.9382854654873012,0.5804519775588204,0.9991995242612964
optimizer_presolved_rows,31602,2,-0.12433452495276143,0.12433452495276143,0.5804519775588204,0.9382854654873012,0.5804519775588204,0.9991995242612964
optimizer_presolved_variable_types_continuous,1338,2,-0.12433452495276143,0.12433452495276143,0.5804519775588204,0.9382854654873012,0.5804519775588204,0.9991995242612964
variable_types_binary,535,2,-0.12433452495276143,0.12433452495276143,0.5804519775588204,0.9382854654873012,0.5804519775588204,0.9991995242612964
variable_types_continuous,8293,2,-0.12433452495276143,0.12433452495276143,0.5804519775588204,0.9382854654873012,0.5804519775588204,0.9991995242612964
variable_types_continuous_presolved,1338,2,-0.12433452495276143,0.12433452495276143,0.5804519775588204,0.9382854654873012,0.5804519775588204,0.9991995242612964
variable_types_integer,535,2,-0.12433452495276143,0.12433452495276143,0.5804519775588204,0.9382854654873012,0.5804519775588204,0.9991995242612964
linear_constraint_matrix_nzs,724867,4,-0.12351184011753749,0.12351184011753749,0.7028635956051579,0.9382854654873012,0.7057130587999159,1.00414732967954
variable_types_continuous,8132,8,-0.12203940212475241,0.12203940212475241,0.8041707261144366,0.9382854654873012,0.7965220115797675,1.011448352512035
cutting_planes_gomory,<NA>,47,-0.12190604697771446,0.12190604697771446,0.9502716176803672,0.7459478122725794,0.9383593456895915,1.0800792562399033
cutting_planes_cover,52.0,1,0.11897980842827566,0.11897980842827566,1.5424418038873573,0.8699154979092004,1.5424418038873573,0.9797525190073384
cutting_planes_gomory,4.0,1,0.11897980842827566,0.11897980842827566,1.5424418038873573,0.8699154979092004,1.5424418038873573,0.9797525190073384
cutting_planes_network,3.0,1,0.11897980842827566,0.11897980842827566,1.5424418038873573,0.8699154979092004,1.5424418038873573,0.9797525190073384
linear_constraint_matrix_constrs_presolved,54793,1,0.11897980842827566,0.11897980842827566,1.5424418038873573,0.8699154979092004,1.5424418038873573,0.9797525190073384
linear_constraint_matrix_nzs,725350,1,0.11897980842827566,0.11897980842827566,1.5424418038873573,0.8699154979092004,1.5424418038873573,0.9797525190073384
linear_constraint_matrix_vars,8958,1,0.11897980842827566,0.11897980842827566,1.5424418038873573,0.8699154979092004,1.5424418038873573,0.9797525190073384
linear_constraint_matrix_vars_presolved,2088,1,0.11897980842827566,0.11897980842827566,1.5424418038873573,0.8699154979092004,1.5424418038873573,0.9797525190073384
optimizer_presolve_removed_columns,6870,1,0.11897980842827566,0.11897980842827566,1.5424418038873573,0.8699154979092004,1.5424418038873573,0.9797525190073384
optimizer_presolve_removed_rows,74000,1,0.11897980842827566,0.11897980842827566,1.5424418038873573,0.8699154979092004,1.5424418038873573,0.9797525190073384
optimizer_presolved_columns,2088,1,0.11897980842827566,0.11897980842827566,1.5424418038873573,0.8699154979092004,1.5424418038873573,0.9797525190073384
optimizer_presolved_rows,54793,1,0.11897980842827566,0.11897980842827566,1.5424418038873573,0.8699154979092004,1.5424418038873573,0.9797525190073384
variable_types_binary,730,1,0.11897980842827566,0.11897980842827566,1.5424418038873573,0.8699154979092004,1.5424418038873573,0.9797525190073384
variable_types_integer,730,1,0.11897980842827566,0.11897980842827566,1.5424418038873573,0.8699154979092004,1.5424418038873573,0.9797525190073384
extra_simplex_iterations_after_uncrush,69,1,-0.11499819431062475,0.11499819431062475,0.45126214500731127,0.9371923844783748,0.45126214500731127,0.9951212465971983
rhs_coefficient_range_presolved,"[ 4.89465e-08, 22.277 ]",1,-0.11499819431062475,0.11499819431062475,0.45126214500731127,0.9371923844783748,0.45126214500731127,0.9951212465971983
variable_types_binary,620,3,-0.1148691966731451,0.1148691966731451,0.6714756551573599,0.9393785464962274,0.6826661489084048,1.0008242348794663
variable_types_integer,620,3,-0.1148691966731451,0.1148691966731451,0.6714756551573599,0.9393785464962274,0.6826661489084048,1.0008242348794663
extra_simplex_iterations_after_uncrush,21,4,0.1135957857721894,0.1135957857721894,1.0926444893470726,0.8660914137136673,1.2467937553487196,0.9723190534119633
optimizer_presolved_variable_types_continuous,1357,3,-0.1134285971948091,0.1134285971948091,0.6136691613168218,0.9371923844783748,0.6864899846555391,1.00065798115133
variable_types_continuous_presolved,1357,3,-0.1134285971948091,0.1134285971948091,0.6136691613168218,0.9371923844783748,0.6864899846555391,1.00065798115133
linear_constraint_matrix_constrs_presolved,54625,2,-0.11246502620773151,0.11246502620773151,0.6193169584705367,0.9382854654873012,0.6193169584705367,0.9980890962352473
linear_constraint_matrix_nzs,724817,2,-0.11246502620773151,0.11246502620773151,0.6193169584705367,0.9382854654873012,0.6193169584705367,0.9980890962352473
linear_constraint_matrix_vars_presolved,1898,2,-0.11246502620773151,0.11246502620773151,0.6193169584705367,0.9382854654873012,0.6193169584705367,0.9980890962352473
optimizer_presolve_removed_columns,6844,2,-0.11246502620773151,0.11246502620773151,0.6193169584705367,0.9382854654873012,0.6193169584705367,0.9980890962352473
optimizer_presolve_removed_rows,74098,2,-0.11246502620773151,0.11246502620773151,0.6193169584705367,0.9382854654873012,0.6193169584705367,0.9980890962352473
optimizer_presolved_columns,1898,2,-0.11246502620773151,0.11246502620773151,0.6193169584705367,0.9382854654873012,0.6193169584705367,0.9980890962352473
optimizer_presolved_rows,54625,2,-0.11246502620773151,0.11246502620773151,0.6193169584705367,0.9382854654873012,0.6193169584705367,0.9980890962352473
cutting_planes_cover,31.0,2,-0.11217719996726905,0.11217719996726905,0.620259404447554,0.9382854654873012,0.620259404447554,0.9980621692073326
extra_simplex_iterations_after_uncrush,1816,1,-0.11176507575358004,0.11176507575358004,0.4663401145723885,0.9371923844783748,0.4663401145723885,0.9949088808286761
extra_simplex_iterations_dual_to_original,50,1,-0.11176507575358004,0.11176507575358004,0.4663401145723885,0.9371923844783748,0.4663401145723885,0.9949088808286761
optimizer_presolve_removed_rows,74086,3,-0.11118329839019424,0.11118329839019424,0.6602242455480435,0.9371923844783748,0.6924497631791304,1.0003988603459566
cutting_planes_cover,32.0,1,-0.10914642012581206,0.10914642012581206,0.47855247522674044,0.9371923844783748,0.47855247522674044,0.9947368757490375
extra_simplex_iterations_after_uncrush,37,1,-0.10914642012581206,0.10914642012581206,0.47855247522674044,0.9371923844783748,0.47855247522674044,0.9947368757490375
extra_simplex_iterations_dual_to_original,31,1,-0.10914642012581206,0.10914642012581206,0.47855247522674044,0.9371923844783748,0.47855247522674044,0.9947368757490375
extra_simplex_iterations_after_uncrush,45,1,-0.10789966348902352,0.10789966348902352,0.4843668486537817,0.9371923844783748,0.4843668486537817,0.994654983165558
extra_simplex_iterations_dual_to_original,49,1,-0.10789966348902352,0.10789966348902352,0.4843668486537817,0.9371923844783748,0.4843668486537817,0.994654983165558
linear_constraint_matrix_constrs_presolved,54650,1,-0.10789966348902352,0.10789966348902352,0.4843668486537817,0.9371923844783748,0.4843668486537817,0.994654983165558
linear_constraint_matrix_nzs,724903,1,-0.10789966348902352,0.10789966348902352,0.4843668486537817,0.9371923844783748,0.4843668486537817,0.994654983165558
linear_constraint_matrix_vars,8774,1,-0.10789966348902352,0.10789966348902352,0.4843668486537817,0.9371923844783748,0.4843668486537817,0.994654983165558
linear_constraint_matrix_vars_presolved,1928,1,-0.10789966348902352,0.10789966348902352,0.4843668486537817,0.9371923844783748,0.4843668486537817,0.994654983165558
optimizer_presolve_removed_columns,6846,1,-0.10789966348902352,0.10789966348902352,0.4843668486537817,0.9371923844783748,0.4843668486537817,0.994654983165558
optimizer_presolve_removed_rows,74083,1,-0.10789966348902352,0.10789966348902352,0.4843668486537817,0.9371923844783748,0.4843668486537817,0.994654983165558
optimizer_presolved_columns,1928,1,-0.10789966348902352,0.10789966348902352,0.4843668486537817,0.9371923844783748,0.4843668486537817,0.994654983165558
optimizer_presolved_rows,54650,1,-0.10789966348902352,0.10789966348902352,0.4843668486537817,0.9371923844783748,0.4843668486537817,0.994654983165558
optimizer_presolved_variable_types_continuous,1337,1,-0.10789966348902352,0.10789966348902352,0.4843668486537817,0.9371923844783748,0.4843668486537817,0.994654983165558
variable_types_binary,635,1,-0.10789966348902352,0.10789966348902352,0.4843668486537817,0.9371923844783748,0.4843668486537817,0.994654983165558
variable_types_continuous_presolved,1337,1,-0.10789966348902352,0.10789966348902352,0.4843668486537817,0.9371923844783748,0.4843668486537817,0.994654983165558
variable_types_integer,635,1,-0.10789966348902352,0.10789966348902352,0.4843668486537817,0.9371923844783748,0.4843668486537817,0.994654983165558
optimizer_presolve_removed_columns,6809,3,-0.10777200655569945,0.10777200655569945,0.6727288053224821,0.9393785464962274,0.7015044795363204,1.0000051770260787
variable_types_continuous,8172,6,-0.10711393536603324,0.10711393536603324,0.736557308082578,0.9419559292947085,0.7909446218209232,1.0054424685224674
variable_types_binary,640,4,-0.1059584614081052,0.1059584614081052,0.7028635956051579,0.9382854654873012,0.7457699500249231,1.0017910419604217
variable_types_integer,640,4,-0.1059584614081052,0.1059584614081052,0.7028635956051579,0.9382854654873012,0.7457699500249231,1.0017910419604217
extra_simplex_iterations_after_uncrush,55,1,-0.10561623092861286,0.10561623092861286,0.4950158632328357,0.9371923844783748,0.4950158632328357,0.9945049970447262
top_k,30,30,-0.10554260191508873,0.10554260191508873,0.9035539411937876,0.9043614336784804,0.9184508082908837,1.0369368191590924
extra_simplex_iterations_after_uncrush,5126,1,0.10377960575993823,0.10377960575993823,1.4715541487728179,0.8699154979092004,1.4715541487728179,0.9807509366850081
extra_simplex_iterations_dual_to_original,46,2,-0.10242542632929921,0.10242542632929921,0.6521901965084884,0.9382854654873012,0.6521901965084884,0.9971498608627345
cutting_planes_cover,18.0,2,0.10218845311034297,0.10218845311034297,1.3221691644091937,0.869629909384967,1.3221691644091937,0.9780076046370001
cutting_planes_cover,38.0,3,-0.10194627293217218,0.10194627293217218,0.6088455175591283,0.9371923844783748,0.716967936810827,0.9993328527967522
cutting_planes_clique,9.0,3,0.10171931121370228,0.10171931121370228,1.2578779827832711,0.8693443208607335,1.2575649263484874,0.9758286358603323
cutting_planes_cover,9.0,2,0.10133167256632147,0.10133167256632147,1.3193637587046882,0.869629909384967,1.3193637587046882,0.9780877590857002
cutting_planes_learned,2.0,2,-0.098133996997676,0.098133996997676,0.6662418698470404,0.9382854654873012,0.6662418698470404,0.996748384481633
cutting_planes_clique,3.0,6,-0.09578279353322096,0.09578279353322096,0.7879931255416075,0.9035539411937876,0.8117445615226115,1.0035515649132232
extra_simplex_iterations_dual_to_original,19,1,-0.0957763587900839,0.0957763587900839,0.5409050844325098,0.9371923844783748,0.5409050844325098,0.9938586699855759
cutting_planes_cover,26.0,3,0.09554720735253056,0.09554720735253056,1.0181156100575868,0.8693443208607335,1.241182085916923,0.9765409332704003
cutting_planes_projected_implied_bound,<NA>,51,0.09459532672006972,0.09459532672006972,0.8699154979092004,0.9371923844783748,1.0211635494083078,0.9059776015992714
cutting_planes_gomory,2.0,9,-0.09429181003508956,0.09429181003508956,0.7455029456622723,0.9393785464962274,0.8494926484759121,1.0072926478908757
cutting_planes_cover,45.0,1,-0.09398020371661571,0.09398020371661571,0.5492816320456194,0.9371923844783748,0.5492816320456194,0.9937406904417293
extra_simplex_iterations_after_uncrush,172,1,-0.09398020371661571,0.09398020371661571,0.5492816320456194,0.9371923844783748,0.5492816320456194,0.9937406904417293
extra_simplex_iterations_after_uncrush,73,1,0.09381974103527474,0.09381974103527474,1.4251053302277787,0.8699154979092004,1.4251053302277787,0.9814051453969102
variable_bound_range_presolved,"[ 6.72467e-05, 35.346 ]",1,0.09381974103527474,0.09381974103527474,1.4251053302277787,0.8699154979092004,1.4251053302277787,0.9814051453969102
cutting_planes_gomory,3.0,3,0.09374249403093497,0.09374249403093497,1.1726956755831148,0.8699154979092004,1.236391769513076,0.9767492078966546
extra_simplex_iterations_after_uncrush,15,1,-0.09365799765986577,0.09365799765986577,0.5507842719988539,0.9371923844783748,0.5507842719988539,0.993719526498726
optimizer_presolve_removed_rows,74048,3,-0.09330711345665248,0.09330711345665248,0.6136691613168218,0.9371923844783748,0.7398991729555485,0.9983358425295905
cutting_planes_cover,40.0,1,-0.09155072560550734,0.09155072560550734,0.5606117445583502,0.9371923844783748,0.5606117445583502,0.9935811113922542
extra_simplex_iterations_dual_to_original,29,1,-0.09155072560550734,0.09155072560550734,0.5606117445583502,0.9371923844783748,0.5606117445583502,0.9935811113922542
extra_simplex_iterations_after_uncrush,63,1,-0.09014697782408469,0.09014697782408469,0.5671582617837135,0.9371923844783748,0.5671582617837135,0.9934889069242913
rhs_coefficient_range_presolved,"[ 4.89465e-08, 22.292 ]",9,0.08959750939902787,0.08959750939902787,1.0894800138380174,0.8628385065666009,1.1187686086816058,0.9688246535757767
linear_constraint_matrix_constrs_presolved,54769,2,0.08946776377689947,0.08946776377689947,1.2805170813054176,0.869629909384967,1.2805170813054176,0.9791976641542507
linear_constraint_matrix_nzs,725797,2,0.08946776377689947,0.08946776377689947,1.2805170813054176,0.869629909384967,1.2805170813054176,0.9791976641542507
linear_constraint_matrix_vars,9012,2,0.08946776377689947,0.08946776377689947,1.2805170813054176,0.869629909384967,1.2805170813054176,0.9791976641542507
linear_constraint_matrix_vars_presolved,2208,2,0.08946776377689947,0.08946776377689947,1.2805170813054176,0.869629909384967,1.2805170813054176,0.9791976641542507
optimizer_presolve_removed_rows,74024,2,0.08946776377689947,0.08946776377689947,1.2805170813054176,0.869629909384967,1.2805170813054176,0.9791976641542507
optimizer_presolved_columns,2208,2,0.08946776377689947,0.08946776377689947,1.2805170813054176,0.869629909384967,1.2805170813054176,0.9791976641542507
optimizer_presolved_rows,54769,2,0.08946776377689947,0.08946776377689947,1.2805170813054176,0.869629909384967,1.2805170813054176,0.9791976641542507
optimizer_presolved_variable_types_continuous,1557,2,0.08946776377689947,0.08946776377689947,1.2805170813054176,0.869629909384967,1.2805170813054176,0.9791976641542507
variable_types_binary,700,2,0.08946776377689947,0.08946776377689947,1.2805170813054176,0.869629909384967,1.2805170813054176,0.9791976641542507
variable_types_continuous_presolved,1557,2,0.08946776377689947,0.08946776377689947,1.2805170813054176,0.869629909384967,1.2805170813054176,0.9791976641542507
variable_types_integer,700,2,0.08946776377689947,0.08946776377689947,1.2805170813054176,0.869629909384967,1.2805170813054176,0.9791976641542507
cutting_planes_cover,2.0,2,-0.08881802546417669,0.08881802546417669,0.6967456900673465,0.9382854654873012,0.6967456900673465,0.9958768467610529
variable_types_continuous,8242,2,-0.08732118121046774,0.08732118121046774,0.7016468931086772,0.9382854654873012,0.7016468931086772,0.9957368123884434
linear_constraint_matrix_constrs_presolved,31551,1,0.0865184256194291,0.0865184256194291,1.3910549204816598,0.8699154979092004,1.3910549204816598,0.9818847286327709
linear_constraint_matrix_nzs,553270,1,0.0865184256194291,0.0865184256194291,1.3910549204816598,0.8699154979092004,1.3910549204816598,0.9818847286327709
linear_constraint_matrix_vars_presolved,1607,1,0.0865184256194291,0.0865184256194291,1.3910549204816598,0.8699154979092004,1.3910549204816598,0.9818847286327709
optimizer_presolve_removed_columns,7071,1,0.0865184256194291,0.0865184256194291,1.3910549204816598,0.8699154979092004,1.3910549204816598,0.9818847286327709
optimizer_presolve_removed_rows,45059,1,0.0865184256194291,0.0865184256194291,1.3910549204816598,0.8699154979092004,1.3910549204816598,0.9818847286327709
optimizer_presolved_columns,1607,1,0.0865184256194291,0.0865184256194291,1.3910549204816598,0.8699154979092004,1.3910549204816598,0.9818847286327709
optimizer_presolved_rows,31551,1,0.0865184256194291,0.0865184256194291,1.3910549204816598,0.8699154979092004,1.3910549204816598,0.9818847286327709
optimizer_presolved_variable_types_continuous,1134,1,0.0865184256194291,0.0865184256194291,1.3910549204816598,0.8699154979092004,1.3910549204816598,0.9818847286327709
variable_types_binary,526,1,0.0865184256194291,0.0865184256194291,1.3910549204816598,0.8699154979092004,1.3910549204816598,0.9818847286327709
variable_types_continuous,8152,1,0.0865184256194291,0.0865184256194291,1.3910549204816598,0.8699154979092004,1.3910549204816598,0.9818847286327709
variable_types_continuous_presolved,1134,1,0.0865184256194291,0.0865184256194291,1.3910549204816598,0.8699154979092004,1.3910549204816598,0.9818847286327709
variable_types_integer,526,1,0.0865184256194291,0.0865184256194291,1.3910549204816598,0.8699154979092004,1.3910549204816598,0.9818847286327709
extra_simplex_iterations_after_uncrush,17021,1,-0.08648772271490482,0.08648772271490482,0.5842235614915912,0.9371923844783748,0.5842235614915912,0.9932485505903774
extra_simplex_iterations_dual_to_original,79,1,-0.08648772271490482,0.08648772271490482,0.5842235614915912,0.9371923844783748,0.5842235614915912,0.9932485505903774
linear_constraint_matrix_constrs_presolved,52013,1,-0.08648772271490482,0.08648772271490482,0.5842235614915912,0.9371923844783748,0.5842235614915912,0.9932485505903774
linear_constraint_matrix_vars_presolved,1922,1,-0.08648772271490482,0.08648772271490482,0.5842235614915912,0.9371923844783748,0.5842235614915912,0.9932485505903774
optimizer_presolve_removed_rows,73174,1,-0.08648772271490482,0.08648772271490482,0.5842235614915912,0.9371923844783748,0.5842235614915912,0.9932485505903774
optimizer_presolved_columns,1922,1,-0.08648772271490482,0.08648772271490482,0.5842235614915912,0.9371923844783748,0.5842235614915912,0.9932485505903774
optimizer_presolved_rows,52013,1,-0.08648772271490482,0.08648772271490482,0.5842235614915912,0.9371923844783748,0.5842235614915912,0.9932485505903774
variable_types_binary,603,1,-0.08648772271490482,0.08648772271490482,0.5842235614915912,0.9371923844783748,0.5842235614915912,0.9932485505903774
variable_types_integer,603,1,-0.08648772271490482,0.08648772271490482,0.5842235614915912,0.9371923844783748,0.5842235614915912,0.9932485505903774
extra_simplex_iterations_after_uncrush,49,2,-0.08538481993679096,0.08538481993679096,0.707987231951642,0.9382854654873012,0.707987231951642,0.9955556598500731
cutting_planes_clique,10.0,2,0.08495377271533215,0.08495377271533215,1.2657366613220606,0.869629909384967,1.2657366613220606,0.9796199618680611
linear_constraint_matrix_constrs_presolved,52143,2,-0.08484691177406169,0.08484691177406169,0.7097485355185245,0.9382854654873012,0.7097485355185245,0.9955053368910192
linear_constraint_matrix_nzs,711810,2,-0.08484691177406169,0.08484691177406169,0.7097485355185245,0.9382854654873012,0.7097485355185245,0.9955053368910192
linear_constraint_matrix_vars,9005,2,-0.08484691177406169,0.08484691177406169,0.7097485355185245,0.9382854654873012,0.7097485355185245,0.9955053368910192
linear_constraint_matrix_vars_presolved,2192,2,-0.08484691177406169,0.08484691177406169,0.7097485355185245,0.9382854654873012,0.7097485355185245,0.9955053368910192
optimizer_presolve_removed_rows,73114,2,-0.08484691177406169,0.08484691177406169,0.7097485355185245,0.9382854654873012,0.7097485355185245,0.9955053368910192
optimizer_presolved_columns,2192,2,-0.08484691177406169,0.08484691177406169,0.7097485355185245,0.9382854654873012,0.7097485355185245,0.9955053368910192
optimizer_presolved_rows,52143,2,-0.08484691177406169,0.08484691177406169,0.7097485355185245,0.9382854654873012,0.7097485355185245,0.9955053368910192
optimizer_presolved_variable_types_continuous,1548,2,-0.08484691177406169,0.08484691177406169,0.7097485355185245,0.9382854654873012,0.7097485355185245,0.9955053368910192
variable_types_binary,693,2,-0.08484691177406169,0.08484691177406169,0.7097485355185245,0.9382854654873012,0.7097485355185245,0.9955053368910192
variable_types_continuous_presolved,1548,2,-0.08484691177406169,0.08484691177406169,0.7097485355185245,0.9382854654873012,0.7097485355185245,0.9955053368910192
variable_types_integer,693,2,-0.08484691177406169,0.08484691177406169,0.7097485355185245,0.9382854654873012,0.7097485355185245,0.9955053368910192
optimizer_presolve_removed_columns,6804,8,0.08443011865872448,0.08443011865872448,1.0447400069190087,0.8660914137136673,1.119738122977183,0.9710463385873581
cutting_planes_cover,12.0,2,-0.08419818538150531,0.08419818538150531,0.7118726975750046,0.9035539411937876,0.7118726975750046,0.9954446465465482
linear_constraint_matrix_constrs,76640,3,-0.08305661217873077,0.08305661217873077,0.6116223230720215,0.9371923844783748,0.7671074524267008,0.9971528738569316
optimizer_presolved_variable_types_binary,503,3,-0.08305661217873077,0.08305661217873077,0.6116223230720215,0.9371923844783748,0.7671074524267008,0.9971528738569316
optimizer_presolved_variable_types_integer,503,3,-0.08305661217873077,0.08305661217873077,0.6116223230720215,0.9371923844783748,0.7671074524267008,0.9971528738569316
variable_types_binary_presolved,503,3,-0.08305661217873077,0.08305661217873077,0.6116223230720215,0.9371923844783748,0.7671074524267008,0.9971528738569316
variable_types_integer_presolved,503,3,-0.08305661217873077,0.08305661217873077,0.6116223230720215,0.9371923844783748,0.7671074524267008,0.9971528738569316
linear_constraint_matrix_constrs_presolved,52120,2,-0.08297057990308523,0.08297057990308523,0.7158923166432396,0.9382854654873012,0.7158923166432396,0.9953298002874559
linear_constraint_matrix_nzs,711180,2,-0.08297057990308523,0.08297057990308523,0.7158923166432396,0.9382854654873012,0.7158923166432396,0.9953298002874559
linear_constraint_matrix_vars_presolved,2046,2,-0.08297057990308523,0.08297057990308523,0.7158923166432396,0.9382854654873012,0.7158923166432396,0.9953298002874559
optimizer_presolve_removed_rows,73107,2,-0.08297057990308523,0.08297057990308523,0.7158923166432396,0.9382854654873012,0.7158923166432396,0.9953298002874559
optimizer_presolved_columns,2046,2,-0.08297057990308523,0.08297057990308523,0.7158923166432396,0.9382854654873012,0.7158923166432396,0.9953298002874559
optimizer_presolved_rows,52120,2,-0.08297057990308523,0.08297057990308523,0.7158923166432396,0.9382854654873012,0.7158923166432396,0.9953298002874559
optimizer_presolved_variable_types_binary,616,2,-0.08297057990308523,0.08297057990308523,0.7158923166432396,0.9382854654873012,0.7158923166432396,0.9953298002874559
optimizer_presolved_variable_types_continuous,1430,2,-0.08297057990308523,0.08297057990308523,0.7158923166432396,0.9382854654873012,0.7158923166432396,0.9953298002874559
optimizer_presolved_variable_types_integer,616,2,-0.08297057990308523,0.08297057990308523,0.7158923166432396,0.9382854654873012,0.7158923166432396,0.9953298002874559
variable_types_binary,663,2,-0.08297057990308523,0.08297057990308523,0.7158923166432396,0.9382854654873012,0.7158923166432396,0.9953298002874559
variable_types_binary_presolved,616,2,-0.08297057990308523,0.08297057990308523,0.7158923166432396,0.9382854654873012,0.7158923166432396,0.9953298002874559
variable_types_continuous_presolved,1430,2,-0.08297057990308523,0.08297057990308523,0.7158923166432396,0.9382854654873012,0.7158923166432396,0.9953298002874559
variable_types_integer,663,2,-0.08297057990308523,0.08297057990308523,0.7158923166432396,0.9382854654873012,0.7158923166432396,0.9953298002874559
variable_types_integer_presolved,616,2,-0.08297057990308523,0.08297057990308523,0.7158923166432396,0.9382854654873012,0.7158923166432396,0.9953298002874559
extra_simplex_iterations_dual_to_original,54,2,-0.08249246688472095,0.08249246688472095,0.7174578295373835,0.9035539411937876,0.7174578295373835,0.9952850713476232
extra_simplex_iterations_after_uncrush,17,1,-0.08120811907005669,0.08120811907005669,0.6088455175591283,0.9371923844783748,0.6088455175591283,0.9929017624767502
cutting_planes_clique,4.0,3,-0.08111305657737702,0.08111305657737702,0.6252550700873188,0.9371923844783748,0.7722663029585529,0.9969285760077207
cutting_planes_cover,7.0,4,0.08107620342778014,0.08107620342778014,1.1791205569246708,0.869629909384967,1.172583918358607,0.9766843379407936
extra_simplex_iterations_after_uncrush,53,1,-0.08063132130296953,0.08063132130296953,0.6115354712443694,0.9371923844783748,0.6115354712443694,0.9928638758051272
extra_simplex_iterations_dual_to_original,30,1,-0.08061269795620644,0.08061269795620644,0.6116223230720215,0.9371923844783748,0.6116223230720215,0.9928626525399489
cutting_planes_cover,39.0,1,-0.0801738012808967,0.0801738012808967,0.6136691613168218,0.9371923844783748,0.6136691613168218,0.9928338238322755
cutting_planes_network,8.0,1,0.07948227087111696,0.07948227087111696,1.3582411138493415,0.8699154979092004,1.3582411138493415,0.9823468949233669
extra_simplex_iterations_after_uncrush,36,1,-0.07944196897900185,0.07944196897900185,0.6170821339560923,0.9371923844783748,0.6170821339560923,0.9927857537951027
variable_types_continuous,8228,2,0.07815882009012502,0.07815882009012502,1.2434875579902736,0.869629909384967,1.2434875579902736,0.9802556505346834
linear_constraint_matrix_constrs_presolved,54676,1,-0.07768947363423005,0.07768947363423005,0.6252550700873188,0.9371923844783748,0.6252550700873188,0.9926706420186068
linear_constraint_matrix_nzs,724957,1,-0.07768947363423005,0.07768947363423005,0.6252550700873188,0.9371923844783748,0.6252550700873188,0.9926706420186068
linear_constraint_matrix_vars_presolved,1950,1,-0.07768947363423005,0.07768947363423005,0.6252550700873188,0.9371923844783748,0.6252550700873188,0.9926706420186068
optimizer_presolve_removed_columns,6852,1,-0.07768947363423005,0.07768947363423005,0.6252550700873188,0.9371923844783748,0.6252550700873188,0.9926706420186068
optimizer_presolve_removed_rows,74067,1,-0.07768947363423005,0.07768947363423005,0.6252550700873188,0.9371923844783748,0.6252550700873188,0.9926706420186068
optimizer_presolved_columns,1950,1,-0.07768947363423005,0.07768947363423005,0.6252550700873188,0.9371923844783748,0.6252550700873188,0.9926706420186068
optimizer_presolved_rows,54676,1,-0.07768947363423005,0.07768947363423005,0.6252550700873188,0.9371923844783748,0.6252550700873188,0.9926706420186068
optimizer_presolved_variable_types_binary,601,1,-0.07768947363423005,0.07768947363423005,0.6252550700873188,0.9371923844783748,0.6252550700873188,0.9926706420186068
optimizer_presolved_variable_types_continuous,1349,1,-0.07768947363423005,0.07768947363423005,0.6252550700873188,0.9371923844783748,0.6252550700873188,0.9926706420186068
optimizer_presolved_variable_types_integer,601,1,-0.07768947363423005,0.07768947363423005,0.6252550700873188,0.9371923844783748,0.6252550700873188,0.9926706420186068
rhs_coefficient_range_presolved,"[ 4.89465e-08, 22.2728 ]",1,-0.07768947363423005,0.07768947363423005,0.6252550700873188,0.9371923844783748,0.6252550700873188,0.9926706420186068
variable_types_binary,652,1,-0.07768947363423005,0.07768947363423005,0.6252550700873188,0.9371923844783748,0.6252550700873188,0.9926706420186068
variable_types_binary_presolved,601,1,-0.07768947363423005,0.07768947363423005,0.6252550700873188,0.9371923844783748,0.6252550700873188,0.9926706420186068
variable_types_continuous_presolved,1349,1,-0.07768947363423005,0.07768947363423005,0.6252550700873188,0.9371923844783748,0.6252550700873188,0.9926706420186068
